"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 09 20:17:25 IST 2020","Tue Jun 09 20:19:22 IST 2020","117860","","Generate Barcode","","05_ 1.1 Add Products to Activate upload image","","05_ 1.1 Add Products to Activate upload image",""
